Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
NCI29,8.6,Low Fat,0.054601779,Health and Hygiene,141.1154,141.1154,OUT010,1998,,Tier 3,Grocery Store,4.2 out of 5,52,5200,,425.4462,,,,
FDV38,19.25,Low Fat,0.102188428,Dairy,54.3956,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1201.1032,,,,
FDZ49,11,Regular,0.133034816,Canned,222.0798,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2864.9374,,,,
DRD49,9.895,Low Fat,0.16817143,Soft Drinks,237.7564,237.7564,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3813.7024,,,,
FDA02,14,Regular,0.029722659,Dairy,143.4786,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,4.2 out of 5,"12,101",1210100,,1589.2646,,,,
FDX20,7.365,Low Fat,0.042733625,Fruits and Vegetables,226.972,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.4 out of 5,5,500,,3848.324,,,,
FDS24,20.85,Regular,0.062172698,Baking Goods,90.2514,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,619.8598,,,,
FDI58,7.64,Regular,0.070704474,Snack Foods,93.412,93.412,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1491.392,,,,
FDQ60,,Regular,0.191500528,Baking Goods,121.2098,121.2098,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,120.5098,,,,
FDJ27,17.7,Regular,0.122065518,Meat,103.3674,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,5,500,,2546.685,,,,
FDV27,7.97,Regular,0.04021623,Meat,90.4514,90.4514,OUT017,2007,,Tier 2,Supermarket Type1,4 out of 5,9,900,,1328.271,,,,
NCL41,12.35,Low Fat,0.041737627,Health and Hygiene,33.1216,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,2,200,,519.324,,,,
NCP29,8.42,Low Fat,0.11227101,Health and Hygiene,63.2168,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,1,100,,703.0848,,,,
FDC45,,Low Fat,0.135075924,Fruits and Vegetables,170.3106,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3422.212,,,,
FDN33,6.305,Regular,0.12301331,Snack Foods,93.2436,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2079.9592,,,,
DRC01,5.92,Regular,0.019238942,Soft Drinks,49.8692,49.8692,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1133.1916,,,,
FDL57,15.1,Regular,0.067212845,Snack Foods,260.2304,260.2304,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,4908.2776,,,,
NCF42,17.35,Low Fat,0.280164929,Household,177.5712,177.5712,OUT010,1998,,Tier 3,Grocery Store,,,0,,527.3136,,,,
FDG50,7.405,Low Fat,0.015271793,Canned,89.9146,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,16,1600,,1550.6482,,,,
FDH22,6.405,Low Fat,0.136512858,Snack Foods,128.7678,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3052.0272,,,,
FDO36,19.7,Low Fat,0.078034976,Baking Goods,178.066,178.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.4 out of 5,5,500,,3954.852,,,,
FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,4 out of 5,4,400,,978.726,,,,
FDZ09,17.6,Low Fat,0.104859135,Snack Foods,161.8868,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4094.67,,,,
FDH28,15.85,Regular,0.110202066,Frozen Foods,39.7506,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,721.0614,,,,
FDN32,17.5,Low Fat,0.01558456,Fruits and Vegetables,185.1266,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4795.0916,,,,
DRJ37,,Low Fat,0.060805497,Soft Drinks,150.8024,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3339.6528,,,,
FDE57,9.6,Low Fat,0.036490369,Fruits and Vegetables,140.8154,140.8154,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1843.6002,,,,
FDG05,11,Regular,0.088025298,Frozen Foods,158.063,158.063,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2659.871,,,,
FDI09,20.75,Regular,0.129864461,Seafood,240.188,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.4 out of 5,9,900,,5992.2,,,,
DRD12,,Low Fat,0,Soft Drinks,89.4146,89.4146,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,9,900,,2645.2234,,,,
FDD02,16.6,Low Fat,0.084176826,Canned,118.0124,118.0124,OUT010,1998,,Tier 3,Grocery Store,,,0,,592.562,,,,
FDI36,12.5,Regular,0.062343432,Baking Goods,199.7426,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,1 out of 5,1,100,,593.2278,,,,
DRK39,7.02,Low Fat,0.049942926,Dairy,82.425,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.3 out of 5,7,700,,1414.825,,,,
FDH44,19.1,reg,0.025867261,Fruits and Vegetables,147.6418,147.6418,OUT035,2004,Small,Tier 2,Supermarket Type1,2 out of 5,1,100,,1471.418,,,,
FDS56,5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,262.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,3,300,,524.6504,,,,
DRJ59,11.65,Low Fat,0.01941154,Hard Drinks,40.3164,40.3164,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,10,1000,,502.0132,,,,
NCA30,19,Low Fat,0.216478153,Household,190.1872,190.1872,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,1,100,,567.2616,,,,
FDF17,5.19,Low Fat,0.042707323,Frozen Foods,197.811,197.811,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,192,19200,,2946.165,,,,
NCX18,14.15,Low Fat,0,Household,196.311,196.311,OUT046,1997,Small,Tier 1,Supermarket Type1,4.3 out of 5,7,700,,3338.987,,,,
NCO53,16.2,Low Fat,0.175898114,Health and Hygiene,183.7608,183.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,4,400,,2940.1728,,,,
FDT23,7.72,reg,0.074847665,Breads,78.8986,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,4 out of 5,1,100,,623.1888,,,,
NCJ19,18.6,Low Fat,0.118180011,Others,56.2588,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,3,300,,1030.6584,,,,
FDI05,8.35,Regular,0.127587344,Frozen Foods,76.5354,76.5354,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1805.6496,,,,
NCJ19,18.6,Low Fat,0.19780911,Others,55.6588,55.6588,OUT010,1998,,Tier 3,Grocery Store,3 out of 5,2,200,,114.5176,,,,
NCS29,,LF,0.069208684,Health and Hygiene,264.0884,264.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,4504.8028,,,,
NCC06,19,Low Fat,0.026963909,Household,129.8336,129.8336,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3451.5072,,,,
FDJ12,8.895,Regular,0.039261947,Baking Goods,207.4296,207.4296,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2492.7552,,,,
FDW48,18,Low Fat,0.008533716,Baking Goods,78.5618,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,402.809,,,,
FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,144.7786,144.7786,OUT017,2007,,Tier 2,Supermarket Type1,3.8 out of 5,4,400,,2600.6148,,,,
FDH02,,Regular,0,Canned,91.8488,91.8488,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,7,700,,2716.464,,,,
FDD16,20.5,Low Fat,0.036353098,Frozen Foods,75.8696,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2386.2272,,,,
FDR09,,Low Fat,0.077348214,Snack Foods,259.7962,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,8028.8822,,,,
FDB32,20.6,Low Fat,0.023548476,Fruits and Vegetables,93.3778,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1314.2892,,,,
FDP11,15.85,Low Fat,0.069043044,Breads,218.7166,218.7166,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,4136.6154,,,,
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,3004.0896,,,,
FDF21,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,187.853,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2656.542,,,,
NCJ19,,Low Fat,0.117607719,Others,55.2588,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.9 out of 5,77,7700,,2748.4224,,,,
FDY03,17.6,Regular,0.127412338,Meat,111.3202,111.3202,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,4,400,,337.5606,,,,
FDK58,11.35,Regular,0.044945123,Snack Foods,101.0016,101.0016,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2631.2416,,,,
FDC26,10.195,Low Fat,0.126579586,Canned,112.2886,112.2886,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,2,200,,2557.3378,,,,
FDN15,17.5,Low Fat,0.016802225,Meat,138.518,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2376.906,,,,
DRH11,,Low Fat,0.075192072,Hard Drinks,56.0614,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.5 out of 5,2,200,,2597.2858,,,,
NCK17,11,Low Fat,0.03786331,Health and Hygiene,40.948,40.948,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,319.584,,,,
DRC01,5.92,Regular,0.019200003,Soft Drinks,47.7692,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,2,200,,492.692,,,,
FDD03,13.3,Low Fat,0.079791176,Dairy,232.73,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,1,100,,2796.36,,,,
NCY17,18.2,Low Fat,0.16334971,Health and Hygiene,45.1086,45.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,1,100,,669.129,,,,
DRY23,9.395,Regular,0.109265987,Soft Drinks,42.3112,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,9,900,,980.0576,,,,
FDT50,6.75,Regular,0.10821852,Dairy,96.3752,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1342.2528,,,,
FDC38,15.7,Low Fat,0.122392031,Canned,133.1942,133.1942,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2782.3782,,,,
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,162.8868,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,2,200,,327.5736,,,,
FDP56,,Low Fat,0.046259036,Fruits and Vegetables,47.4692,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1576.6144,,,,
FDW34,9.6,Low Fat,0.035651291,Snack Foods,244.917,244.917,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2916.204,,,,
FDU07,11.1,Low Fat,0.059835659,Fruits and Vegetables,151.3366,151.3366,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3022.732,,,,
NCO55,12.8,LF,0.091408076,Others,108.9938,108.9938,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1071.938,,,,
FDL16,12.85,Low Fat,0.169405699,Frozen Foods,46.106,46.106,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,792.302,,,,
FDT59,13.65,Low Fat,0.015943701,Breads,231.9668,231.9668,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3225.1352,,,,
DRF01,,Low Fat,0.174232377,Soft Drinks,146.6102,146.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1895.5326,,,,
NCS06,7.935,Low Fat,0.031801103,Household,261.591,261.591,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3155.892,,,,
FDY13,,Low Fat,0.052749199,Canned,74.967,74.967,OUT019,1985,Small,Tier 1,Grocery Store,4.3 out of 5,9,900,,229.701,,,,
DRF36,16.1,Low Fat,0.039463564,Soft Drinks,189.9846,189.9846,OUT010,1998,,Tier 3,Grocery Store,,,0,,191.0846,,,,
FDV10,7.645,Regular,0,Snack Foods,41.8112,41.8112,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,894.8352,,,,
FDE09,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,110.7228,OUT010,1998,,Tier 3,Grocery Store,,,0,,331.5684,,,,
FDC20,10.65,Low Fat,0.024020078,Fruits and Vegetables,57.2272,57.2272,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1174.4712,,,,
FDI58,7.64,Regular,0.071104408,Snack Foods,95.012,95.012,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1864.24,,,,
FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,93.2146,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1733.0774,,,,
NCI17,8.645,low fat,0.144006886,Health and Hygiene,94.741,94.741,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1061.951,,,,
NCE19,8.97,Low Fat,0.093159233,Household,55.7956,55.7956,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1037.3164,,,,
FDA26,,Regular,0.129425145,Dairy,219.3482,219.3482,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,219.0482,,,,
FDR01,5.405,Regular,0.053839714,Canned,198.6742,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2388.8904,,,,
FDC32,,Low Fat,0.098629062,Fruits and Vegetables,90.6462,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,,0,,2406.2012,,,,
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,,0,,1442.1228,,,,
FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,24,2400,,1230.3984,,,,
FDY33,,Regular,0.170186628,Snack Foods,159.0262,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,159.1262,,,,
DRG23,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1829.6184,,,,
FDY04,,Regular,0.042270751,Frozen Foods,162.521,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4567.388,,,,
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,145.3786,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,2,200,,2745.0934,,,,
NCU42,9,Low Fat,0.019502965,Household,169.4474,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,3,300,,4211.185,,,,
NCO42,21.25,LF,0.024650932,Household,146.0102,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,4 out of 5,4,400,,2916.204,,,,
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,984.7182,,,,
FDW02,,Regular,0.037516862,Dairy,124.3704,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3 out of 5,,0,,3004.0896,,,,
FDS22,16.85,Regular,0.023154399,Snack Foods,43.9428,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,351.5424,,,,
FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,631.8442,,,,
FDQ25,8.63,Regular,0.028391879,Canned,173.9422,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,,0,,4138.6128,,,,
NCS06,7.935,Low Fat,0.031866022,Household,261.291,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2892.901,,,,
FDC29,,Regular,0.024088444,Frozen Foods,112.7176,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,,0,,1832.2816,,,,
NCZ41,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,26,2600,,1752.3856,,,,
FDW23,5.765,Low Fat,0.082012293,Baking Goods,37.5164,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,656.4788,,,,
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,2,200,,3845.6608,,,,
FDN25,,Regular,0.107110465,Breakfast,55.5588,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,4.4 out of 5,7,700,,229.0352,,,,
NCN05,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,3.3 out of 5,8,800,,732.38,,,,
FDV43,,Low Fat,0.076483451,Fruits and Vegetables,43.4086,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.5 out of 5,2,200,,847.5634,,,,
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,29,2900,,539.298,,,,
FDS12,9.1,Low Fat,0.174827835,Baking Goods,127.2362,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1635.8706,,,,
FDI52,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,4.4 out of 5,9,900,,2450.144,,,,
FDU12,15.5,Regular,0.075868843,Baking Goods,261.7568,261.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1845.5976,,,,
FDG58,10.695,Regular,0.086764795,Snack Foods,156.7972,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,9,900,,3427.5384,,,,
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,5084.0488,,,,
NCD18,16,Low Fat,0.072655379,Household,229.8668,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,4,400,,4837.7028,,,,
FDI21,5.59,Regular,0.056555715,Snack Foods,62.6168,62.6168,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,639.168,,,,
FDW31,11.35,reg,0.043402224,Fruits and Vegetables,197.0742,197.0742,OUT017,2007,,Tier 2,Supermarket Type1,4.2 out of 5,15,1500,,2587.9646,,,,
FDB35,12.3,Regular,0.064882207,Starchy Foods,93.8804,93.8804,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.3 out of 5,6,600,,1470.0864,,,,
FDK58,,Regular,0.044764726,Snack Foods,102.4016,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2428.8384,,,,
FDU14,17.75,Low Fat,0.034752647,Dairy,248.775,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,4.5 out of 5,11,1100,,3745.125,,,,
NCP43,17.75,Low Fat,0.030631323,Others,178.566,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2516.724,,,,
FDM20,,LF,0,Fruits and Vegetables,245.0144,245.0144,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3185.1872,,,,
FDT36,,Low Fat,0.110735739,Baking Goods,35.2874,35.2874,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,988.0472,,,,
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,14,1400,,1757.712,,,,
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2519.3872,,,,
FDN39,19.35,Regular,0.065890998,Meat,167.0816,167.0816,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1510.0344,,,,
FDI02,15.7,Regular,0.114565093,Canned,112.0202,112.0202,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,337.5606,,,,
FDA46,,Low Fat,0.117065801,Snack Foods,196.1136,196.1136,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,6026.8216,,,,
FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,124.902,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,9,900,,2909.546,,,,
FDE35,7.06,reg,0.043863865,Starchy Foods,59.5904,59.5904,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,761.6752,,,,
FDT46,11.35,Low Fat,0,Snack Foods,52.4008,52.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,809.6128,,,,
FDS21,,Regular,0.036551446,Snack Foods,62.7194,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,123.8388,,,,
DRD12,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,90.9146,OUT017,2007,,Tier 2,Supermarket Type1,4.6 out of 5,80,8000,,1459.4336,,,,
FDR14,,Low Fat,0.304737387,Dairy,54.7298,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,4.8 out of 5,15,1500,,107.8596,,,,
FDG22,,Regular,0.041180766,Snack Foods,37.919,37.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,768.999,,,,
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.5 out of 5,188,18800,,2746.425,,,,
FDB40,,Regular,0.007503372,Dairy,146.7102,146.7102,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.6 out of 5,58,5800,,4374.306,,,,
FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,102.7332,OUT010,1998,,Tier 3,Grocery Store,4 out of 5,,0,,205.0664,,,,
NCL53,7.5,LF,0.060649825,Health and Hygiene,177.4028,177.4028,OUT010,1998,,Tier 3,Grocery Store,,,0,,354.2056,,,,
NCX05,15.2,Low Fat,0.097258937,Health and Hygiene,114.8492,114.8492,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1506.0396,,,,
FDO21,11.6,Regular,0.009763021,Snack Foods,226.2404,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,,0,,1800.3232,,,,
NCF07,9,Low Fat,0.032152981,Household,102.0016,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,3,300,,1518.024,,,,
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,4,400,,1325.6078,,,,
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,228.0352,OUT010,1998,,Tier 3,Grocery Store,3 out of 5,3,300,,458.0704,,,,
FDY57,20.2,Regular,0.121231308,Snack Foods,97.5752,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,2.4 out of 5,5,500,,1534.0032,,,,
FDD51,,Low Fat,0.119371835,Dairy,45.2744,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,,0,,905.488,,,,
FDA49,,Low Fat,0.064607378,Canned,87.4198,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2267.7148,,,,
FDG33,5.365,Regular,0.14024028,Seafood,171.0764,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3263.7516,,,,
FDG35,21.2,Regular,0,Starchy Foods,173.6738,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2954.1546,,,,
FDC52,11.15,Regular,0.008296692,Dairy,150.6708,150.6708,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2106.5912,,,,
FDS34,19.35,Regular,0.077193256,Snack Foods,112.7518,112.7518,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,,0,,683.1108,,,,
NCY05,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,757,75700,,282.2992,,,,
FDO46,9.6,Regular,0.014209811,Snack Foods,188.1872,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1 out of 5,,0,,1701.7848,,,,
FDY20,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,16,1600,,1358.232,,,,
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,607.2096,,,,
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1685.8056,,,,
FDU51,20.2,Regular,0.097059596,Meat,178.6028,178.6028,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2302.3364,,,,
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.5 out of 5,58,5800,,2750.4198,,,,
FDO60,20,Low Fat,0.034340926,Baking Goods,45.4086,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,3,300,,981.3892,,,,
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,133.0626,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,1442.7886,,,,
FDU12,,Regular,0.075384242,Baking Goods,262.7568,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,,0,,7646.0472,,,,
NCG54,12.1,Low Fat,0.080131363,Household,170.9106,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.5 out of 5,129,12900,,1539.9954,,,,
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,82.2276,OUT010,1998,,Tier 3,Grocery Store,,,0,,243.6828,,,,
NCI06,,Low Fat,0.083547515,Household,179.166,179.166,OUT019,1985,Small,Tier 1,Grocery Store,4.8 out of 5,12,1200,,359.532,,,,
FDA58,9.395,Low Fat,0.103731617,Snack Foods,236.9932,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,4242.4776,,,,
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,147.0418,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,8,800,,2354.2688,,,,
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.8 out of 5,16,1600,,2458.1336,,,,
FDN57,18.25,Low Fat,0.054223942,Snack Foods,142.0154,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,5,500,,2127.231,,,,
FDV26,,Regular,0.075791641,Dairy,193.3794,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,8388.4142,,,,
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2799.689,,,,
